,temperature,geometry
657446.0,,"POLYGON ((-104.66249997 29.62916667, -104.66249997 29.67083333, -104.70416663 29.67083333, -104.70416663 29.62916667, -104.66249997 29.62916667))"
657448.0,,"POLYGON ((-104.5791666366667 29.62916667, -104.5791666366667 29.67083333, -104.6208332966667 29.67083333, -104.6208332966667 29.62916667, -104.5791666366667 29.62916667))"
657447.0,,"POLYGON ((-104.6208333033333 29.62916667, -104.6208333033333 29.67083333, -104.6624999633333 29.67083333, -104.6624999633333 29.62916667, -104.6208333033333 29.62916667))"
657449.0,291.6,"POLYGON ((-104.53749997 29.62916667, -104.53749997 29.67083333, -104.57916663 29.67083333, -104.57916663 29.62916667, -104.53749997 29.62916667))"
657450.0,291.8,"POLYGON ((-104.4958333033333 29.62916667, -104.4958333033333 29.67083333, -104.5374999633333 29.67083333, -104.5374999633333 29.62916667, -104.4958333033333 29.62916667))"
656062.0,290.9,"POLYGON ((-104.5791666366667 29.67083333666667, -104.5791666366667 29.71249999666666, -104.6208332966667 29.71249999666666, -104.6208332966667 29.67083333666667, -104.5791666366667 29.67083333666667))"
656061.0,,"POLYGON ((-104.6208333033333 29.67083333666667, -104.6208333033333 29.71249999666666, -104.6624999633333 29.71249999666666, -104.6624999633333 29.67083333666667, -104.6208333033333 29.67083333666667))"
656056.0,,"POLYGON ((-104.8291666366667 29.67083333666667, -104.8291666366667 29.71249999666666, -104.8708332966667 29.71249999666666, -104.8708332966667 29.67083333666667, -104.8291666366667 29.67083333666667))"
656058.0,,"POLYGON ((-104.7458333033333 29.67083333666667, -104.7458333033333 29.71249999666666, -104.7874999633333 29.71249999666666, -104.7874999633333 29.67083333666667, -104.7458333033333 29.67083333666667))"
656064.0,291.7,"POLYGON ((-104.4958333033333 29.67083333666667, -104.4958333033333 29.71249999666666, -104.5374999633333 29.71249999666666, -104.5374999633333 29.67083333666667, -104.4958333033333 29.67083333666667))"
656063.0,291.7,"POLYGON ((-104.53749997 29.67083333666667, -104.53749997 29.71249999666666, -104.57916663 29.71249999666666, -104.57916663 29.67083333666667, -104.53749997 29.67083333666667))"
656057.0,,"POLYGON ((-104.78749997 29.67083333666667, -104.78749997 29.71249999666666, -104.82916663 29.71249999666666, -104.82916663 29.67083333666667, -104.78749997 29.67083333666667))"
656059.0,,"POLYGON ((-104.7041666366667 29.67083333666667, -104.7041666366667 29.71249999666666, -104.7458332966667 29.71249999666666, -104.7458332966667 29.67083333666667, -104.7041666366667 29.67083333666667))"
656060.0,,"POLYGON ((-104.66249997 29.67083333666667, -104.66249997 29.71249999666666, -104.70416663 29.71249999666666, -104.70416663 29.67083333666667, -104.66249997 29.67083333666667))"
654670.0,,"POLYGON ((-104.8291666366667 29.71250000333334, -104.8291666366667 29.75416666333333, -104.8708332966667 29.75416666333333, -104.8708332966667 29.71250000333334, -104.8291666366667 29.71250000333334))"
654676.0,291.0,"POLYGON ((-104.5791666366667 29.71250000333334, -104.5791666366667 29.75416666333333, -104.6208332966667 29.75416666333333, -104.6208332966667 29.71250000333334, -104.5791666366667 29.71250000333334))"
654672.0,,"POLYGON ((-104.7458333033333 29.71250000333334, -104.7458333033333 29.75416666333333, -104.7874999633333 29.75416666333333, -104.7874999633333 29.71250000333334, -104.7458333033333 29.71250000333334))"
654671.0,,"POLYGON ((-104.78749997 29.71250000333334, -104.78749997 29.75416666333333, -104.82916663 29.75416666333333, -104.82916663 29.71250000333334, -104.78749997 29.71250000333334))"
654677.0,291.7,"POLYGON ((-104.53749997 29.71250000333334, -104.53749997 29.75416666333333, -104.57916663 29.75416666333333, -104.57916663 29.71250000333334, -104.53749997 29.71250000333334))"
653284.0,,"POLYGON ((-104.8291666366667 29.75416667, -104.8291666366667 29.79583333, -104.8708332966667 29.79583333, -104.8708332966667 29.75416667, -104.8291666366667 29.75416667))"
667132.0,,"POLYGON ((-105.3291666366667 29.33750000333334, -105.3291666366667 29.37916666333333, -105.3708332966667 29.37916666333333, -105.3708332966667 29.33750000333334, -105.3291666366667 29.33750000333334))"
667134.0,,"POLYGON ((-105.2458333033333 29.33750000333334, -105.2458333033333 29.37916666333333, -105.2874999633333 29.37916666333333, -105.2874999633333 29.33750000333334, -105.2458333033333 29.33750000333334))"
667141.0,,"POLYGON ((-104.9541666366667 29.33750000333334, -104.9541666366667 29.37916666333333, -104.9958332966667 29.37916666333333, -104.9958332966667 29.33750000333334, -104.9541666366667 29.33750000333334))"
667136.0,,"POLYGON ((-105.16249997 29.33750000333334, -105.16249997 29.37916666333333, -105.20416663 29.37916666333333, -105.20416663 29.33750000333334, -105.16249997 29.33750000333334))"
667138.0,,"POLYGON ((-105.0791666366667 29.33750000333334, -105.0791666366667 29.37916666333333, -105.1208332966667 29.37916666333333, -105.1208332966667 29.33750000333334, -105.0791666366667 29.33750000333334))"
667142.0,,"POLYGON ((-104.91249997 29.33750000333334, -104.91249997 29.37916666333333, -104.95416663 29.37916666333333, -104.95416663 29.33750000333334, -104.91249997 29.33750000333334))"
667140.0,,"POLYGON ((-104.9958333033333 29.33750000333334, -104.9958333033333 29.37916666333333, -105.0374999633333 29.37916666333333, -105.0374999633333 29.33750000333334, -104.9958333033333 29.33750000333334))"
667135.0,,"POLYGON ((-105.2041666366667 29.33750000333334, -105.2041666366667 29.37916666333333, -105.2458332966667 29.37916666333333, -105.2458332966667 29.33750000333334, -105.2041666366667 29.33750000333334))"
665754.0,,"POLYGON ((-104.9958333033333 29.37916667, -104.9958333033333 29.42083333, -105.0374999633333 29.42083333, -105.0374999633333 29.37916667, -104.9958333033333 29.37916667))"
665751.0,,"POLYGON ((-105.1208333033333 29.37916667, -105.1208333033333 29.42083333, -105.1624999633333 29.42083333, -105.1624999633333 29.37916667, -105.1208333033333 29.37916667))"
665750.0,,"POLYGON ((-105.16249997 29.37916667, -105.16249997 29.42083333, -105.20416663 29.42083333, -105.20416663 29.37916667, -105.16249997 29.37916667))"
665752.0,,"POLYGON ((-105.0791666366667 29.37916667, -105.0791666366667 29.42083333, -105.1208332966667 29.42083333, -105.1208332966667 29.37916667, -105.0791666366667 29.37916667))"
665753.0,,"POLYGON ((-105.03749997 29.37916667, -105.03749997 29.42083333, -105.07916663 29.42083333, -105.07916663 29.37916667, -105.03749997 29.37916667))"
665746.0,,"POLYGON ((-105.3291666366667 29.37916667, -105.3291666366667 29.42083333, -105.3708332966667 29.42083333, -105.3708332966667 29.37916667, -105.3291666366667 29.37916667))"
665747.0,,"POLYGON ((-105.28749997 29.37916667, -105.28749997 29.42083333, -105.32916663 29.42083333, -105.32916663 29.37916667, -105.28749997 29.37916667))"
665755.0,,"POLYGON ((-104.9541666366667 29.37916667, -104.9541666366667 29.42083333, -104.9958332966667 29.42083333, -104.9958332966667 29.37916667, -104.9541666366667 29.37916667))"
665756.0,,"POLYGON ((-104.91249997 29.37916667, -104.91249997 29.42083333, -104.95416663 29.42083333, -104.95416663 29.37916667, -104.91249997 29.37916667))"
665748.0,,"POLYGON ((-105.2458333033333 29.37916667, -105.2458333033333 29.42083333, -105.2874999633333 29.42083333, -105.2874999633333 29.37916667, -105.2458333033333 29.37916667))"
665745.0,,"POLYGON ((-105.3708333033333 29.37916667, -105.3708333033333 29.42083333, -105.4124999633333 29.42083333, -105.4124999633333 29.37916667, -105.3708333033333 29.37916667))"
665757.0,,"POLYGON ((-104.8708333033333 29.37916667, -104.8708333033333 29.42083333, -104.9124999633333 29.42083333, -104.9124999633333 29.37916667, -104.8708333033333 29.37916667))"
665749.0,,"POLYGON ((-105.2041666366667 29.37916667, -105.2041666366667 29.42083333, -105.2458332966667 29.42083333, -105.2458332966667 29.37916667, -105.2041666366667 29.37916667))"
664369.0,,"POLYGON ((-104.9541666366667 29.42083333666667, -104.9541666366667 29.46249999666666, -104.9958332966667 29.46249999666666, -104.9958332966667 29.42083333666667, -104.9541666366667 29.42083333666667))"
664364.0,,"POLYGON ((-105.16249997 29.42083333666667, -105.16249997 29.46249999666666, -105.20416663 29.46249999666666, -105.20416663 29.42083333666667, -105.16249997 29.42083333666667))"
664365.0,,"POLYGON ((-105.1208333033333 29.42083333666667, -105.1208333033333 29.46249999666666, -105.1624999633333 29.46249999666666, -105.1624999633333 29.42083333666667, -105.1208333033333 29.42083333666667))"
664371.0,,"POLYGON ((-104.8708333033333 29.42083333666667, -104.8708333033333 29.46249999666666, -104.9124999633333 29.46249999666666, -104.9124999633333 29.42083333666667, -104.8708333033333 29.42083333666667))"
664366.0,,"POLYGON ((-105.0791666366667 29.42083333666667, -105.0791666366667 29.46249999666666, -105.1208332966667 29.46249999666666, -105.1208332966667 29.42083333666667, -105.0791666366667 29.42083333666667))"
664367.0,,"POLYGON ((-105.03749997 29.42083333666667, -105.03749997 29.46249999666666, -105.07916663 29.46249999666666, -105.07916663 29.42083333666667, -105.03749997 29.42083333666667))"
664360.0,,"POLYGON ((-105.3291666366667 29.42083333666667, -105.3291666366667 29.46249999666666, -105.3708332966667 29.46249999666666, -105.3708332966667 29.42083333666667, -105.3291666366667 29.42083333666667))"
664368.0,,"POLYGON ((-104.9958333033333 29.42083333666667, -104.9958333033333 29.46249999666666, -105.0374999633333 29.46249999666666, -105.0374999633333 29.42083333666667, -104.9958333033333 29.42083333666667))"
664363.0,,"POLYGON ((-105.2041666366667 29.42083333666667, -105.2041666366667 29.46249999666666, -105.2458332966667 29.46249999666666, -105.2458332966667 29.42083333666667, -105.2041666366667 29.42083333666667))"
664362.0,,"POLYGON ((-105.2458333033333 29.42083333666667, -105.2458333033333 29.46249999666666, -105.2874999633333 29.46249999666666, -105.2874999633333 29.42083333666667, -105.2458333033333 29.42083333666667))"
664359.0,,"POLYGON ((-105.3708333033333 29.42083333666667, -105.3708333033333 29.46249999666666, -105.4124999633333 29.46249999666666, -105.4124999633333 29.42083333666667, -105.3708333033333 29.42083333666667))"
664361.0,,"POLYGON ((-105.28749997 29.42083333666667, -105.28749997 29.46249999666666, -105.32916663 29.46249999666666, -105.32916663 29.42083333666667, -105.28749997 29.42083333666667))"
664370.0,,"POLYGON ((-104.91249997 29.42083333666667, -104.91249997 29.46249999666666, -104.95416663 29.46249999666666, -104.95416663 29.42083333666667, -104.91249997 29.42083333666667))"
662976.0,,"POLYGON ((-105.2458333033333 29.46250000333334, -105.2458333033333 29.50416666333333, -105.2874999633333 29.50416666333333, -105.2874999633333 29.46250000333334, -105.2458333033333 29.46250000333334))"
662982.0,,"POLYGON ((-104.9958333033333 29.46250000333334, -104.9958333033333 29.50416666333333, -105.0374999633333 29.50416666333333, -105.0374999633333 29.46250000333334, -104.9958333033333 29.46250000333334))"
662973.0,,"POLYGON ((-105.3708333033333 29.46250000333334, -105.3708333033333 29.50416666333333, -105.4124999633333 29.50416666333333, -105.4124999633333 29.46250000333334, -105.3708333033333 29.46250000333334))"
662979.0,,"POLYGON ((-105.1208333033333 29.46250000333334, -105.1208333033333 29.50416666333333, -105.1624999633333 29.50416666333333, -105.1624999633333 29.46250000333334, -105.1208333033333 29.46250000333334))"
662981.0,,"POLYGON ((-105.03749997 29.46250000333334, -105.03749997 29.50416666333333, -105.07916663 29.50416666333333, -105.07916663 29.46250000333334, -105.03749997 29.46250000333334))"
662974.0,,"POLYGON ((-105.3291666366667 29.46250000333334, -105.3291666366667 29.50416666333333, -105.3708332966667 29.50416666333333, -105.3708332966667 29.46250000333334, -105.3291666366667 29.46250000333334))"
662978.0,,"POLYGON ((-105.16249997 29.46250000333334, -105.16249997 29.50416666333333, -105.20416663 29.50416666333333, -105.20416663 29.46250000333334, -105.16249997 29.46250000333334))"
662983.0,,"POLYGON ((-104.9541666366667 29.46250000333334, -104.9541666366667 29.50416666333333, -104.9958332966667 29.50416666333333, -104.9958332966667 29.46250000333334, -104.9541666366667 29.46250000333334))"
662975.0,,"POLYGON ((-105.28749997 29.46250000333334, -105.28749997 29.50416666333333, -105.32916663 29.50416666333333, -105.32916663 29.46250000333334, -105.28749997 29.46250000333334))"
662977.0,,"POLYGON ((-105.2041666366667 29.46250000333334, -105.2041666366667 29.50416666333333, -105.2458332966667 29.50416666333333, -105.2458332966667 29.46250000333334, -105.2041666366667 29.46250000333334))"
662980.0,,"POLYGON ((-105.0791666366667 29.46250000333334, -105.0791666366667 29.50416666333333, -105.1208332966667 29.50416666333333, -105.1208332966667 29.46250000333334, -105.0791666366667 29.46250000333334))"
662984.0,,"POLYGON ((-104.91249997 29.46250000333334, -104.91249997 29.50416666333333, -104.95416663 29.50416666333333, -104.95416663 29.46250000333334, -104.91249997 29.46250000333334))"
662985.0,,"POLYGON ((-104.8708333033333 29.46250000333334, -104.8708333033333 29.50416666333333, -104.9124999633333 29.50416666333333, -104.9124999633333 29.46250000333334, -104.8708333033333 29.46250000333334))"
661590.0,,"POLYGON ((-105.2458333033333 29.50416667, -105.2458333033333 29.54583333, -105.2874999633333 29.54583333, -105.2874999633333 29.50416667, -105.2458333033333 29.50416667))"
661588.0,,"POLYGON ((-105.3291666366667 29.50416667, -105.3291666366667 29.54583333, -105.3708332966667 29.54583333, -105.3708332966667 29.50416667, -105.3291666366667 29.50416667))"
661593.0,,"POLYGON ((-105.1208333033333 29.50416667, -105.1208333033333 29.54583333, -105.1624999633333 29.54583333, -105.1624999633333 29.50416667, -105.1208333033333 29.50416667))"
661589.0,,"POLYGON ((-105.28749997 29.50416667, -105.28749997 29.54583333, -105.32916663 29.54583333, -105.32916663 29.50416667, -105.28749997 29.50416667))"
661598.0,,"POLYGON ((-104.91249997 29.50416667, -104.91249997 29.54583333, -104.95416663 29.54583333, -104.95416663 29.50416667, -104.91249997 29.50416667))"
661596.0,,"POLYGON ((-104.9958333033333 29.50416667, -104.9958333033333 29.54583333, -105.0374999633333 29.54583333, -105.0374999633333 29.50416667, -104.9958333033333 29.50416667))"
661587.0,,"POLYGON ((-105.3708333033333 29.50416667, -105.3708333033333 29.54583333, -105.4124999633333 29.54583333, -105.4124999633333 29.50416667, -105.3708333033333 29.50416667))"
661594.0,,"POLYGON ((-105.0791666366667 29.50416667, -105.0791666366667 29.54583333, -105.1208332966667 29.54583333, -105.1208332966667 29.50416667, -105.0791666366667 29.50416667))"
661595.0,,"POLYGON ((-105.03749997 29.50416667, -105.03749997 29.54583333, -105.07916663 29.54583333, -105.07916663 29.50416667, -105.03749997 29.50416667))"
661592.0,,"POLYGON ((-105.16249997 29.50416667, -105.16249997 29.54583333, -105.20416663 29.54583333, -105.20416663 29.50416667, -105.16249997 29.50416667))"
661597.0,,"POLYGON ((-104.9541666366667 29.50416667, -104.9541666366667 29.54583333, -104.9958332966667 29.54583333, -104.9958332966667 29.50416667, -104.9541666366667 29.50416667))"
661591.0,,"POLYGON ((-105.2041666366667 29.50416667, -105.2041666366667 29.54583333, -105.2458332966667 29.54583333, -105.2458332966667 29.50416667, -105.2041666366667 29.50416667))"
661599.0,,"POLYGON ((-104.8708333033333 29.50416667, -104.8708333033333 29.54583333, -104.9124999633333 29.54583333, -104.9124999633333 29.50416667, -104.8708333033333 29.50416667))"
660203.0,,"POLYGON ((-105.28749997 29.54583333666667, -105.28749997 29.58749999666666, -105.32916663 29.58749999666666, -105.32916663 29.54583333666667, -105.28749997 29.54583333666667))"
660204.0,,"POLYGON ((-105.2458333033333 29.54583333666667, -105.2458333033333 29.58749999666666, -105.2874999633333 29.58749999666666, -105.2874999633333 29.54583333666667, -105.2458333033333 29.54583333666667))"
660209.0,,"POLYGON ((-105.03749997 29.54583333666667, -105.03749997 29.58749999666666, -105.07916663 29.58749999666666, -105.07916663 29.54583333666667, -105.03749997 29.54583333666667))"
660202.0,,"POLYGON ((-105.3291666366667 29.54583333666667, -105.3291666366667 29.58749999666666, -105.3708332966667 29.58749999666666, -105.3708332966667 29.54583333666667, -105.3291666366667 29.54583333666667))"
